Hinduism	8.482900287236148E-4
Philippines	8.425266554166097E-4
Romania	8.366334244954194E-4
Portuguese_language	8.325066921807115E-4
Italian_language	8.263247760951809E-4
Berlin	8.162262775555503E-4
Russian_language	8.009580672232516E-4
Sanskrit	7.996458313339727E-4
Massachusetts_Institute_of_Technology	7.920823952020497E-4
Plato	7.894958888027331E-4
Indo-European_languages	7.862352377657072E-4
German_Empire	7.839138765028229E-4
Anglicanism	7.831177716510713E-4
Albert_Einstein	7.691029543442872E-4
Roman_Republic	7.684368549577765E-4
Ronald_Reagan	7.493175478415456E-4
Hungary	7.457016639618812E-4
Persian_language	7.45607711323278E-4
Royal_Navy	7.4533988590741E-4
Taiwan	7.450100089248699E-4
New_Testament	7.420479164248989E-4
The_World_Factbook	7.405545297801094E-4
Constantinople	7.397951597362722E-4
South_America	7.385281032567903E-4
Church_of_England	7.381220390346409E-4
International_Organization_for_Standardization	7.339833392133978E-4
Middle_East	7.339292758798102E-4
Jerusalem	7.213037264387756E-4
Protestant	7.201211371051435E-4
Alexander_the_Great	7.135200441110701E-4
Oxford_English_Dictionary	7.076466841437401E-4
South_Korea	6.848583012644418E-4
National_Football_League	6.804741566904871E-4
Anatolia	6.742606012408752E-4
Nobel_Prize	6.706436073478139E-4
Czech_Republic	6.656632650139041E-4
Morocco	6.656553524359446E-4
Moscow	6.518228843345894E-4
Sicily	6.50390459418653E-4
Germanic_languages	6.457805035587544E-4
Hebrew_language	6.431575613431846E-4
Chile	6.369287892919546E-4
Academy_Award	6.291261171894321E-4
Singapore	6.261466918772847E-4
Columbia_University	6.241624529400052E-4
Joseph_Stalin	6.208787157653557E-4
Germanic_peoples	6.161672563446437E-4
C_(programming_language)	6.148136847038978E-4
Bronze_Age	6.084022840579931E-4
Texas	6.058384389060568E-4
Scandinavia	6.055202864293234E-4
Neolithic	6.054598680188012E-4
Florence	5.997191373538238E-4
Chicago	5.987004582457874E-4
Cicero	5.947821250340912E-4
Franklin_D._Roosevelt	5.893009228986357E-4
North_Africa	5.849729333324286E-4
Lebanon	5.825588738003305E-4
NBC	5.819705996453841E-4
Alexandria	5.806061265892572E-4
Central_Asia	5.795076308193304E-4
Latin_America	5.787958544117512E-4
Turkish_language	5.786571573656869E-4
Julius_Caesar	5.770508785668077E-4
Brussels	5.755405931686913E-4
Isaac_Newton	5.719973429001273E-4
Mesopotamia	5.715395188035838E-4
Amsterdam	5.708265499144862E-4
Prague	5.686414958381597E-4
Southeast_Asia	5.651809785901979E-4
Hong_Kong	5.650288369433315E-4
Black_Sea	5.584454025919595E-4
Bulgaria	5.575704392147486E-4
Stockholm	5.553350093786741E-4
Serbia	5.517076419166934E-4
Cyprus	5.494605480614289E-4
Ontario	5.483460662194342E-4
Old_Testament	5.475845496092915E-4
Holy_See	5.460764063372446E-4
Augustus	5.457983359737661E-4
ASCII	5.442505733712702E-4
Native_Americans_in_the_United_States	5.433134022235568E-4
Bill_Clinton	5.432010951876093E-4
Arabic	5.431410123742281E-4
New_Jersey	5.426150913320752E-4
Baltic_Sea	5.410857109229836E-4
Tokyo	5.370768593177519E-4
Sri_Lanka	5.347622411813498E-4
FIFA_World_Cup	5.345469729762496E-4
Geneva	5.336047990781155E-4
East_Germany	5.326797974047671E-4
Chinese_language	5.326296516107708E-4
Set_(mathematics)	5.321819022681706E-4
Rhine	5.285614908284316E-4
Iceland	5.280373176759354E-4
League_of_Nations	5.280257738028364E-4
Balkans	5.260858782695653E-4
Homer	5.242835217068664E-4
European_Commission	5.239088451238123E-4
European_Economic_Community	5.197931563589731E-4
Los_Angeles	5.194719519400794E-4
Romance_languages	5.175340087830856E-4
Polish_language	5.161160849197044E-4
Stanford_University	5.158467694994623E-4
Council_of_Europe	5.148527761918125E-4
Industrial_Revolution	5.142308982698121E-4
Algeria	5.128899903455135E-4
Executive_(government)	5.125432639714057E-4
African_American	5.114858168776074E-4
Americas	5.102048901506885E-4
Latin_alphabet	5.092177759548599E-4
Dwight_D._Eisenhower	5.052299185400716E-4
Charlemagne	5.048632179560905E-4
Cairo	5.042289069575254E-4
Luxembourg	5.040978869374105E-4
Iberian_Peninsula	5.008176143862173E-4
Apple_Inc.	5.00215654817058E-4
Iron_Age	4.987899514649795E-4
Japanese_language	4.954552206090759E-4
Colombia	4.954505280679611E-4
Anglican_Communion	4.934872537995403E-4
Ancient_Egypt	4.925993075858647E-4
Thailand	4.922932543191318E-4
Society_of_Jesus	4.886372428382464E-4
Munich	4.878017616727503E-4
Alaska	4.863112995918755E-4
Indian_Ocean	4.857702495401632E-4
Burma	4.850772279579036E-4
Czechoslovakia	4.8483162935925435E-4
European_Parliament	4.832793140010693E-4
Austria-Hungary	4.8158961980734324E-4
North_Sea	4.788916688674817E-4
RNA	4.781480841104524E-4
Lithuania	4.781453911446674E-4
Romanticism	4.775214296476429E-4
North_Korea	4.754368755556325E-4
Moon	4.739129628507737E-4
Republic_of_Ireland	4.7259983379379115E-4
Pennsylvania	4.721430777440368E-4
Libya	4.714340264365542E-4
Edinburgh	4.7059193705628204E-4
American_Revolutionary_War	4.704513994854373E-4
Olympic_Games	4.7027551429043357E-4
Intel	4.701783076263583E-4
Augustine_of_Hippo	4.6896063997308303E-4
Muhammad	4.6819857242687653E-4
American_Revolution	4.6544947488009596E-4
International_Olympic_Committee	4.6229317749097446E-4
Old_English	4.620598098032952E-4
Christopher_Columbus	4.6121820845292284E-4
Oxford	4.596590183448956E-4
Plutarch	4.5863499540146267E-4
Copenhagen	4.580598345741198E-4
Hindu	4.545250026543E-4
International_System_of_Units	4.542003221298249E-4
Jewish	4.5405624564232077E-4
René_Descartes	4.540240733409497E-4
Michigan	4.528732053931971E-4
Slovakia	4.506779384263392E-4
Illinois	4.502742447728548E-4
Bertrand_Russell	4.4938644127061355E-4
Sun	4.4643516284822207E-4
Croatia	4.4529781484595903E-4
Ptolemy	4.434835384070578E-4
Bangladesh	4.4163151286419767E-4
Persia	4.388377356300312E-4
Princeton_University	4.378048411071211E-4
Rio_de_Janeiro	4.3685629706914956E-4
Sunni	4.34067203039347E-4
Black_Death	4.333028591751237E-4
Common_Era	4.3294225033016265E-4
Abraham_Lincoln	4.32871883589018E-4
Lutheran	4.3209517972622974E-4
Red_Army	4.3099726794795963E-4
Celts	4.305501291168803E-4
Korean_War	4.2941694953553306E-4
Puerto_Rico	4.2921564899365064E-4
Cologne	4.273574449770614E-4
Siberia	4.26316077797134E-4
The_Church_of_Jesus_Christ_of_Latter-day_Saints	4.258407221843591E-4
Anglican	4.256937502337697E-4
Dublin	4.242025355375279E-4
International_Phonetic_Alphabet	4.2405938346165464E-4
Buddhist	4.240261447949209E-4
Immanuel_Kant	4.229995044766414E-4
Herodotus	4.2147715109442795E-4
North_Carolina	4.214225394175723E-4
Eucharist	4.203977104940736E-4
Nigeria	4.198292701486703E-4
Albania	4.196921851344469E-4
Central_Europe	4.1967225111622E-4
FIFA	4.189014153717783E-4
Karl_Marx	4.1813146123572575E-4
Hamburg	4.166876978364549E-4
English_Civil_War	4.1612957346165446E-4
Jimmy_Carter	4.143743467993883E-4
Slavic_languages	4.1419917371832116E-4
Slovenia	4.1336963220566783E-4
Aramaic_language	4.1196617635407164E-4
Euclidean_space	4.105043722333395E-4
Swedish_language	4.105021022921911E-4
Alps	4.097006843358322E-4
Richard_Nixon	4.062477166574901E-4
Thomas_Jefferson	4.058043024776229E-4
Carthage	4.042870398026192E-4
International_Telecommunication_Union	4.038524264066906E-4
Levant	4.038045758729023E-4
Belarus	4.031776065133816E-4
Lisbon	4.03085977905139E-4
Friedrich_Nietzsche	4.010506032839965E-4
Greenland	4.005362709377029E-4
Moses	3.9946150745667503E-4
British_Museum	3.99443397371435E-4
Louisiana	3.990900485988209E-4
Parliament_of_the_United_Kingdom	3.970453661818246E-4
Charles_I_of_England	3.963700720204727E-4
British_Army	3.963533156964537E-4
Northern_Ireland	3.954604812067727E-4
Tunisia	3.934428058344403E-4
Haiti	3.9320988507123846E-4
National_Hockey_League	3.917749747462899E-4
Archbishop_of_Canterbury	3.897391673511749E-4
Kazakhstan	3.879882411364212E-4
Hawaii	3.871974808257515E-4
George_Washington	3.866704054336853E-4
Sony	3.8550893111792014E-4
Barcelona	3.854452708829699E-4
Persian_Gulf	3.823245410409967E-4
Bahá'í_Faith	3.8202772971197314E-4
Bavaria	3.8022981152520277E-4
American_English	3.79569102208294E-4
Bosnia_and_Herzegovina	3.780399355253529E-4
International_Space_Station	3.7518222238264745E-4
The_Beatles	3.728346044435418E-4
Danish_language	3.728106309744977E-4
Euro	3.714436285718824E-4
Henry_VIII_of_England	3.707264159719724E-4
Mississippi_River	3.703129207788686E-4
House_of_Lords	3.6929245496106726E-4
Jamaica	3.676783890447552E-4
New_South_Wales	3.6760595001836586E-4
Royal_Air_Force	3.6708598495452605E-4
Crete	3.6530196226523495E-4
Aegean_Sea	3.6316203128505066E-4
Ohio	3.6203048545874574E-4
The_Hague	3.6182318772629186E-4
Scientific_American	3.594845623762713E-4
Old_Norse	3.593508309283713E-4
Latvia	3.5867884588125287E-4
John_Locke	3.5481884369983343E-4
National_Geographic_Society	3.5410661015673414E-4
Baghdad	3.5393525444677457E-4
Fricative_consonant	3.523791338183576E-4
Sudan	3.5224346027433635E-4
Mikhail_Gorbachev	3.516569267314571E-4
Julian_calendar	3.5136415214014283E-4
Romanian_language	3.507597901489248E-4
Sardinia	3.5061481575873147E-4
Bohemia	3.5031299184778113E-4
Macau	3.494072517546551E-4
National_Basketball_Association	3.4849258819971663E-4
Java_(programming_language)	3.4773944256486937E-4
Prime_Minister_of_the_United_Kingdom	3.474293763139889E-4
Somalia	3.462458129716064E-4
Hungarian_language	3.460877242695549E-4
Septuagint	3.4596691906632274E-4
Ecuador	3.452966001220489E-4
Hindi	3.42114044473511E-4
David_Hume	3.4151597343066146E-4
Book_of_Genesis	3.408331355741877E-4
Assyria	3.3942990902074906E-4
Romani_people	3.3851196635241226E-4
The_Boston_Globe	3.378921849384882E-4
Ogg	3.3650527463704674E-4
Project_Gutenberg	3.356243563291685E-4
Mathematics	3.348868441392465E-4
Formula_One	3.3225765863726634E-4
International_Court_of_Justice	3.3216939169403164E-4
Korean_language	3.320976250954478E-4
Sikh	3.3037084530675566E-4
Confucianism	3.289155081516848E-4
Manchester	3.287932247933668E-4
Panama	3.2822903961153576E-4
Portable_Document_Format	3.27700640865629E-4
Pulitzer_Prize	3.271737809669872E-4
Nova_Scotia	3.2689168210250756E-4
HTML	3.254907585356166E-4
Azerbaijan	3.251620387939782E-4
Dominican_Republic	3.251105205910685E-4
Maryland	3.243324242424704E-4
Atlanta	3.229920272310175E-4
Adenosine_triphosphate	3.2287915557025534E-4
Bolsheviks	3.2221062593511783E-4
Oslo	3.219146318212907E-4
Organization_for_Security_and_Co-operation_in_Europe	3.207306528302946E-4
Gross_domestic_product	3.190799442153867E-4
Shanghai	3.183003160674143E-4
Operation_Barbarossa	3.1805256373038966E-4
Nile	3.1697920341044897E-4
Tanzania	3.1678257330717316E-4
Pittsburgh	3.16453177204037E-4
Catalan_language	3.1596167496825535E-4
Malta	3.1506211785900577E-4
Mongols	3.149345009193317E-4
Grammatical_tense	3.1468111726116766E-4
Rolling_Stone	3.146112540037184E-4
Mexico_City	3.1196777007721463E-4
Madagascar	3.1138075403705235E-4
Sikhism	3.112876372663219E-4
Digital_Equipment_Corporation	3.110332894969173E-4
Pleistocene	3.102507337352369E-4
Leonardo_da_Vinci	3.100542677318563E-4
Charles_Dickens	3.0972788779438096E-4
National_Institute_of_Standards_and_Technology	3.088051339052372E-4
Richard_Wagner	3.087755197877902E-4
Czech_language	3.0830292761570445E-4
Mecca	3.0601637038754024E-4
Elizabeth_I_of_England	3.0584384031853983E-4
Sigmund_Freud	3.054338464037083E-4
Great_Lakes	3.0490232056652305E-4
International_Atomic_Energy_Agency	3.0471497296873204E-4
New_Mexico	3.0372176164473287E-4
Presbyterianism	3.02324285947279E-4
Monaco	3.0231814093424115E-4
Premier_League	3.022762455508885E-4
Connecticut	3.0153661189711065E-4
George_H._W._Bush	3.0084723926150923E-4
Central_Powers	3.0055978666967145E-4
Treaty_of_Versailles	3.004666376544086E-4
